TIMESPAN,VOTE_OPTION,VOTERS,CUMUL_VOTERS,VOTES,CUMUL_VOTES,VOTING_POWER,CUMUL_VOTING_POWER
2023-09-29 00:00:00.000,Abstain,66,15580,70,16708,"null","null"
2023-09-30 00:00:00.000,Abstain,80,15660,90,16798,"null","null"
2023-09-30 00:00:00.000,For,2911,282364,3883,384442,"null","null"
2023-09-30 00:00:00.000,Against,250,29403,270,33649,"null","null"
2023-10-01 00:00:00.000,Against,185,29588,195,33844,"null","null"
2023-10-01 00:00:00.000,For,1602,283966,2173,386615,"null","null"
2023-10-01 00:00:00.000,Abstain,82,15742,90,16888,"null","null"
2023-10-02 00:00:00.000,For,1166,285132,1579,388194,"null","null"
2023-10-02 00:00:00.000,Against,308,29896,309,34153,"null","null"
2023-10-02 00:00:00.000,Abstain,50,15792,62,16950,"null","null"
2023-10-03 00:00:00.000,Abstain,27,15819,27,16977,"null","null"
2023-10-03 00:00:00.000,Against,97,29993,97,34250,"null","null"
2023-10-03 00:00:00.000,For,1257,286389,1257,389451,"null","null"
2023-10-04 00:00:00.000,Against,24,30017,24,34274,"null","null"
2023-10-04 00:00:00.000,Abstain,6,15825,6,16983,"null","null"
2023-10-04 00:00:00.000,For,1035,287424,1035,390486,"null","null"
2023-10-05 00:00:00.000,Abstain,12,15837,12,16995,"null","null"
2023-10-05 00:00:00.000,For,658,288082,658,391144,"null","null"
2023-10-05 00:00:00.000,Against,18,30035,18,34292,"null","null"
2023-10-06 00:00:00.000,Abstain,10,15847,10,17005,"null","null"
2023-10-06 00:00:00.000,Against,11,30046,11,34303,"null","null"
2023-10-06 00:00:00.000,For,557,288639,557,391701,"null","null"
2023-10-07 00:00:00.000,For,764,289403,764,392465,"null","null"
2023-10-07 00:00:00.000,Against,38,30084,38,34341,"null","null"
2023-10-07 00:00:00.000,Abstain,5,15852,5,17010,"null","null"
2023-10-08 00:00:00.000,For,587,289990,587,393052,"null","null"
2023-10-08 00:00:00.000,Against,17,30101,17,34358,"null","null"
2023-10-08 00:00:00.000,Abstain,7,15859,7,17017,"null","null"
2023-10-09 00:00:00.000,Against,9,30110,9,34367,"null","null"
2023-10-09 00:00:00.000,For,622,290612,622,393674,"null","null"
2023-10-09 00:00:00.000,Abstain,5,15864,5,17022,"null","null"
2023-10-10 00:00:00.000,For,37,290649,37,393711,"null","null"
2023-11-18 00:00:00.000,For,1,290650,1,393712,"null","null"
2023-11-19 00:00:00.000,For,247,290897,247,393959,"null","null"
2023-11-19 00:00:00.000,Against,166,30276,166,34533,"null","null"
2023-11-19 00:00:00.000,Abstain,4,15868,4,17026,"null","null"
2023-11-20 00:00:00.000,For,513,291410,551,394510,"null","null"
2023-11-20 00:00:00.000,Abstain,41,15909,41,17067,"null","null"
2023-11-20 00:00:00.000,Against,358,30634,361,34894,"null","null"
2023-11-21 00:00:00.000,For,1944,293354,2386,396896,"null","null"
2023-11-21 00:00:00.000,Against,976,31610,987,35881,"null","null"
2023-11-21 00:00:00.000,Abstain,57,15966,58,17125,"null","null"
2023-11-22 00:00:00.000,Against,3388,34998,4234,40115,"null","null"
2023-11-22 00:00:00.000,Abstain,142,16108,158,17283,"null","null"
2023-11-22 00:00:00.000,For,4315,297669,5682,402578,"null","null"
2023-11-23 00:00:00.000,Abstain,214,16322,244,17527,"null","null"
2023-11-23 00:00:00.000,Against,1494,36492,1718,41833,"null","null"
2023-11-23 00:00:00.000,For,4231,301900,6777,409355,"null","null"
2023-11-24 00:00:00.000,Abstain,180,16502,204,17731,"null","null"
2023-11-24 00:00:00.000,For,2209,304109,3667,413022,"null","null"
2023-11-24 00:00:00.000,Against,598,37090,690,42523,"null","null"
2023-11-25 00:00:00.000,For,2959,307068,4672,417694,"null","null"
2023-11-25 00:00:00.000,Abstain,176,16678,196,17927,"null","null"
2023-11-25 00:00:00.000,Against,646,37736,783,43306,"null","null"
2023-11-26 00:00:00.000,Abstain,189,16867,204,18131,"null","null"
2023-11-26 00:00:00.000,Against,715,38451,889,44195,"null","null"
2023-11-26 00:00:00.000,For,2435,309503,3839,421533,"null","null"
2023-11-27 00:00:00.000,Against,233,38684,261,44456,"null","null"
2023-11-27 00:00:00.000,Abstain,104,16971,126,18257,"null","null"
2023-11-27 00:00:00.000,For,1285,310788,1783,423316,"null","null"
2023-11-28 00:00:00.000,Abstain,77,17048,85,18342,"null","null"
2023-11-28 00:00:00.000,For,1053,311841,1755,425071,"null","null"
2023-11-28 00:00:00.000,Against,148,38832,177,44633,"null","null"
2023-11-29 00:00:00.000,For,658,312499,1074,426145,"null","null"
2023-11-29 00:00:00.000,Against,100,38932,120,44753,"null","null"
2023-11-29 00:00:00.000,Abstain,46,17094,50,18392,"null","null"
2023-11-30 00:00:00.000,Abstain,57,17151,59,18451,"null","null"
2023-11-30 00:00:00.000,For,1068,313567,1488,427633,"null","null"
2023-11-30 00:00:00.000,Against,318,39250,405,45158,"null","null"
2023-12-01 00:00:00.000,Abstain,95,17246,99,18550,"null","null"
2023-12-01 00:00:00.000,For,464,314031,618,428251,"null","null"
2023-12-01 00:00:00.000,Against,365,39615,556,45714,"null","null"
2023-12-02 00:00:00.000,Against,350,39965,373,46087,"null","null"
2023-12-02 00:00:00.000,For,707,314738,914,429165,"null","null"
2023-12-02 00:00:00.000,Abstain,40,17286,43,18593,"null","null"
2023-12-03 00:00:00.000,Abstain,28,17314,28,18621,"null","null"
2023-12-03 00:00:00.000,For,419,315157,419,429584,"null","null"
2023-12-03 00:00:00.000,Against,382,40347,382,46469,"null","null"
2023-12-04 00:00:00.000,For,122,315279,122,429706,"null","null"
2023-12-04 00:00:00.000,Abstain,17,17331,17,18638,"null","null"
2023-12-04 00:00:00.000,Against,128,40475,128,46597,"null","null"
2023-12-25 00:00:00.000,For,1169,316448,1169,430875,"null","null"
2023-12-25 00:00:00.000,Abstain,11,17342,11,18649,"null","null"
2023-12-25 00:00:00.000,Against,35,40510,35,46632,"null","null"
2023-12-26 00:00:00.000,Abstain,15,17357,15,18664,"null","null"
2023-12-26 00:00:00.000,Against,31,40541,31,46663,"null","null"
2023-12-26 00:00:00.000,For,1045,317493,1045,431920,"null","null"
2023-12-27 00:00:00.000,Abstain,824,18181,824,19488,"null","null"
2023-12-27 00:00:00.000,For,3348,320841,3348,435268,"null","null"
2023-12-27 00:00:00.000,Against,839,41380,839,47502,"null","null"
2023-12-28 00:00:00.000,For,4094,324935,4094,439362,"null","null"
2023-12-28 00:00:00.000,Against,745,42125,745,48247,"null","null"
2023-12-28 00:00:00.000,Abstain,537,18718,537,20025,"null","null"
2023-12-29 00:00:00.000,Against,352,42477,352,48599,"null","null"
2023-12-29 00:00:00.000,Abstain,241,18959,241,20266,"null","null"
2023-12-29 00:00:00.000,For,1750,326685,1750,441112,"null","null"
2023-12-30 00:00:00.000,For,1256,327941,1256,442368,"null","null"
2023-12-30 00:00:00.000,Abstain,54,19013,54,20320,"null","null"
2023-12-30 00:00:00.000,Against,182,42659,182,48781,"null","null"
2023-12-31 00:00:00.000,Against,40,42699,40,48821,"null","null"
2023-12-31 00:00:00.000,Abstain,26,19039,26,20346,"null","null"
2023-12-31 00:00:00.000,For,521,328462,521,442889,"null","null"
2024-01-01 00:00:00.000,Abstain,26,19065,26,20372,"null","null"
2024-01-01 00:00:00.000,Against,31,42730,31,48852,"null","null"
2024-01-01 00:00:00.000,For,969,329431,969,443858,"null","null"
2024-01-02 00:00:00.000,For,919,330350,919,444777,"null","null"
2024-01-02 00:00:00.000,Against,72,42802,72,48924,"null","null"
2024-01-02 00:00:00.000,Abstain,14,19079,14,20386,"null","null"
2024-01-03 00:00:00.000,For,754,331104,754,445531,"null","null"
2024-01-03 00:00:00.000,Against,53,42855,53,48977,"null","null"
2024-01-03 00:00:00.000,Abstain,18,19097,18,20404,"null","null"
2024-01-04 00:00:00.000,Against,123,42978,123,49100,"null","null"
2024-01-04 00:00:00.000,Abstain,7,19104,7,20411,"null","null"
2024-01-04 00:00:00.000,For,795,331899,795,446326,"null","null"
2024-01-05 00:00:00.000,For,445,332344,445,446771,"null","null"
2024-01-05 00:00:00.000,Abstain,7,19111,7,20418,"null","null"
2024-01-05 00:00:00.000,Against,56,43034,56,49156,"null","null"
2024-01-06 00:00:00.000,Against,25,43059,26,49182,"null","null"
2024-01-06 00:00:00.000,Abstain,25,19136,28,20446,"null","null"
2024-01-06 00:00:00.000,For,655,332999,798,447569,"null","null"
2024-01-07 00:00:00.000,For,741,333740,1222,448791,"null","null"
2024-01-07 00:00:00.000,Against,24,43083,32,49214,"null","null"
2024-01-07 00:00:00.000,Abstain,16,19152,20,20466,"null","null"
2024-01-08 00:00:00.000,Abstain,38,19190,45,20511,"null","null"
2024-01-08 00:00:00.000,Against,29,43112,48,49262,"null","null"
2024-01-08 00:00:00.000,For,540,334280,1281,450072,"null","null"
2024-01-09 00:00:00.000,For,2242,336522,4278,454350,"null","null"
2024-01-09 00:00:00.000,Against,534,43646,940,50202,"null","null"
2024-01-09 00:00:00.000,Abstain,218,19408,268,20779,"null","null"
2024-01-10 00:00:00.000,For,2743,339265,4953,459303,"null","null"
2024-01-10 00:00:00.000,Abstain,587,19995,604,21383,"null","null"
2024-01-10 00:00:00.000,Against,1154,44800,1383,51585,"null","null"
2024-01-11 00:00:00.000,Abstain,163,20158,192,21575,"null","null"
2024-01-11 00:00:00.000,For,1550,340815,2097,461400,"null","null"
2024-01-11 00:00:00.000,Against,675,45475,894,52479,"null","null"
2024-01-12 00:00:00.000,Abstain,476,20634,483,22058,"null","null"
2024-01-12 00:00:00.000,For,1651,342466,2226,463626,"null","null"
2024-01-12 00:00:00.000,Against,1013,46488,1133,53612,"null","null"
2024-01-13 00:00:00.000,For,2986,345452,4072,467698,"null","null"
2024-01-13 00:00:00.000,Abstain,797,21431,834,22892,"null","null"
2024-01-13 00:00:00.000,Against,1523,48011,1708,55320,"null","null"
2024-01-14 00:00:00.000,Against,861,48872,993,56313,"null","null"
2024-01-14 00:00:00.000,For,1518,346970,2080,469778,"null","null"
2024-01-14 00:00:00.000,Abstain,460,21891,466,23358,"null","null"
2024-01-15 00:00:00.000,Against,519,49391,653,56966,"null","null"
2024-01-15 00:00:00.000,For,1238,348208,1798,471576,"null","null"
2024-01-15 00:00:00.000,Abstain,57,21948,67,23425,"null","null"
2024-01-16 00:00:00.000,Against,137,49528,172,57138,"null","null"
2024-01-16 00:00:00.000,Abstain,102,22050,103,23528,"null","null"
2024-01-16 00:00:00.000,For,985,349193,1354,472930,"null","null"
2024-01-17 00:00:00.000,Against,124,49652,153,57291,"null","null"
2024-01-17 00:00:00.000,For,438,349631,786,473716,"null","null"
2024-01-17 00:00:00.000,Abstain,38,22088,41,23569,"null","null"
2024-01-18 00:00:00.000,Abstain,50,22138,51,23620,"null","null"
2024-01-18 00:00:00.000,For,463,350094,1013,474729,"null","null"
2024-01-18 00:00:00.000,Against,131,49783,248,57539,"null","null"
2024-01-19 00:00:00.000,For,567,350661,1146,475875,"null","null"
2024-01-19 00:00:00.000,Against,153,49936,456,57995,"null","null"
2024-01-19 00:00:00.000,Abstain,43,22181,49,23669,"null","null"
2024-01-20 00:00:00.000,Abstain,522,22703,526,24195,"null","null"
2024-01-20 00:00:00.000,For,1408,352069,2023,477898,"null","null"
2024-01-20 00:00:00.000,Against,618,50554,724,58719,"null","null"
2024-01-21 00:00:00.000,Abstain,76,22779,85,24280,"null","null"
2024-01-21 00:00:00.000,For,1035,353104,1874,479772,"null","null"
2024-01-21 00:00:00.000,Against,347,50901,568,59287,"null","null"
2024-01-22 00:00:00.000,Against,315,51216,368,59655,"null","null"
2024-01-22 00:00:00.000,Abstain,71,22850,81,24361,"null","null"
2024-01-22 00:00:00.000,For,1519,354623,2118,481890,"null","null"
2024-01-23 00:00:00.000,Against,63,51279,64,59719,"null","null"
2024-01-23 00:00:00.000,For,842,355465,970,482860,"null","null"
2024-01-23 00:00:00.000,Abstain,23,22873,24,24385,"null","null"
2024-01-24 00:00:00.000,Abstain,16,22889,16,24401,"null","null"
2024-01-24 00:00:00.000,Against,21,51300,21,59740,"null","null"
2024-01-24 00:00:00.000,For,795,356260,795,483655,"null","null"
2024-01-25 00:00:00.000,Abstain,16,22905,16,24417,"null","null"
2024-01-25 00:00:00.000,For,494,356754,494,484149,"null","null"
2024-01-25 00:00:00.000,Against,13,51313,13,59753,"null","null"
2024-01-26 00:00:00.000,Against,9,51322,9,59762,"null","null"
2024-01-26 00:00:00.000,For,388,357142,388,484537,"null","null"
2024-01-26 00:00:00.000,Abstain,8,22913,8,24425,"null","null"
2024-01-27 00:00:00.000,Against,9,51331,9,59771,"null","null"
2024-01-27 00:00:00.000,For,536,357678,536,485073,"null","null"
2024-01-27 00:00:00.000,Abstain,9,22922,9,24434,"null","null"
2024-01-28 00:00:00.000,Abstain,1413,24335,1413,25847,"null","null"
2024-01-28 00:00:00.000,Against,1412,52743,1412,61183,"null","null"
2024-01-28 00:00:00.000,For,1618,359296,1618,486691,"null","null"
2024-01-29 00:00:00.000,Against,41,52784,41,61224,"null","null"
2024-01-29 00:00:00.000,Abstain,40,24375,40,25887,"null","null"
2024-01-29 00:00:00.000,For,575,359871,575,487266,"null","null"
2024-01-30 00:00:00.000,For,1197,361068,1197,488463,"null","null"
2024-01-30 00:00:00.000,Against,20,52804,20,61244,"null","null"
2024-01-30 00:00:00.000,Abstain,37,24412,37,25924,"null","null"
2024-01-31 00:00:00.000,For,458,361526,458,488921,"null","null"
2024-01-31 00:00:00.000,Abstain,17,24429,17,25941,"null","null"
2024-01-31 00:00:00.000,Against,26,52830,26,61270,"null","null"
2024-02-01 00:00:00.000,Against,21,52851,21,61291,"null","null"
2024-02-01 00:00:00.000,For,270,361796,270,489191,"null","null"
2024-02-01 00:00:00.000,Abstain,34,24463,34,25975,"null","null"
2024-02-02 00:00:00.000,Against,32,52883,32,61323,"null","null"
2024-02-02 00:00:00.000,For,909,362705,909,490100,"null","null"
2024-02-02 00:00:00.000,Abstain,37,24500,37,26012,"null","null"
2024-02-03 00:00:00.000,Abstain,6,24506,6,26018,"null","null"
2024-02-03 00:00:00.000,Against,7,52890,7,61330,"null","null"
2024-02-03 00:00:00.000,For,299,363004,299,490399,"null","null"
2024-02-04 00:00:00.000,Abstain,72,24578,83,26101,"null","null"
2024-02-04 00:00:00.000,Against,311,53201,317,61647,"null","null"
2024-02-04 00:00:00.000,For,1872,364876,2486,492885,"null","null"
2024-02-05 00:00:00.000,Against,127,53328,127,61774,"null","null"
2024-02-05 00:00:00.000,Abstain,29,24607,29,26130,"null","null"
2024-02-05 00:00:00.000,For,1627,366503,1627,494512,"null","null"
2024-02-06 00:00:00.000,For,697,367200,697,495209,"null","null"
2024-02-06 00:00:00.000,Abstain,20,24627,20,26150,"null","null"
2024-02-06 00:00:00.000,Against,29,53357,29,61803,"null","null"
2024-02-07 00:00:00.000,Against,32,53389,32,61835,"null","null"
2024-02-07 00:00:00.000,Abstain,10,24637,10,26160,"null","null"
2024-02-07 00:00:00.000,For,507,367707,507,495716,"null","null"
2024-02-08 00:00:00.000,For,267,367974,267,495983,"null","null"
2024-02-08 00:00:00.000,Abstain,3,24640,3,26163,"null","null"
2024-02-08 00:00:00.000,Against,27,53416,27,61862,"null","null"
2024-02-09 00:00:00.000,Abstain,3,24643,3,26166,"null","null"
2024-02-09 00:00:00.000,Against,23,53439,23,61885,"null","null"
2024-02-09 00:00:00.000,For,140,368114,140,496123,"null","null"
2024-02-10 00:00:00.000,For,345,368459,379,496502,"null","null"
2024-02-10 00:00:00.000,Against,32,53471,32,61917,"null","null"
2024-02-10 00:00:00.000,Abstain,2,24645,2,26168,"null","null"
2024-02-11 00:00:00.000,Against,1344,54815,1344,63261,"null","null"
2024-02-11 00:00:00.000,For,2321,370780,2610,499112,"null","null"
2024-02-11 00:00:00.000,Abstain,1371,26016,1371,27539,"null","null"
2024-02-12 00:00:00.000,Abstain,44,26060,46,27585,"null","null"
2024-02-12 00:00:00.000,Against,85,54900,88,63349,"null","null"
2024-02-12 00:00:00.000,For,833,371613,1128,500240,"null","null"
2024-02-13 00:00:00.000,Abstain,32,26092,35,27620,"null","null"
2024-02-13 00:00:00.000,For,990,372603,1405,501645,"null","null"
2024-02-13 00:00:00.000,Against,79,54979,84,63433,"null","null"
2024-02-14 00:00:00.000,For,855,373458,1098,502743,"null","null"
2024-02-14 00:00:00.000,Abstain,86,26178,86,27706,"null","null"
2024-02-14 00:00:00.000,Against,131,55110,131,63564,"null","null"
2024-02-15 00:00:00.000,Against,115,55225,117,63681,"null","null"
2024-02-15 00:00:00.000,Abstain,47,26225,49,27755,"null","null"
2024-02-15 00:00:00.000,For,1015,374473,1605,504348,"null","null"
2024-02-16 00:00:00.000,Abstain,38,26263,41,27796,"null","null"
2024-02-16 00:00:00.000,For,724,375197,1051,505399,"null","null"
2024-02-16 00:00:00.000,Against,64,55289,66,63747,"null","null"
2024-02-17 00:00:00.000,For,2326,377523,3556,508955,"null","null"
2024-02-17 00:00:00.000,Abstain,838,27101,848,28644,"null","null"
2024-02-17 00:00:00.000,Against,952,56241,957,64704,"null","null"
2024-02-18 00:00:00.000,For,1982,379505,2818,511773,"null","null"
2024-02-18 00:00:00.000,Against,645,56886,650,65354,"null","null"
2024-02-18 00:00:00.000,Abstain,622,27723,624,29268,"null","null"
2024-02-19 00:00:00.000,Abstain,10,27733,10,29278,"null","null"
2024-02-19 00:00:00.000,For,517,380022,731,512504,"null","null"
2024-02-19 00:00:00.000,Against,24,56910,25,65379,"null","null"
2024-02-20 00:00:00.000,For,392,380414,589,513093,"null","null"
2024-02-20 00:00:00.000,Against,19,56929,20,65399,"null","null"
2024-02-20 00:00:00.000,Abstain,7,27740,7,29285,"null","null"
2024-02-21 00:00:00.000,Against,20,56949,20,65419,"null","null"
2024-02-21 00:00:00.000,Abstain,3,27743,3,29288,"null","null"
2024-02-21 00:00:00.000,For,319,380733,413,513506,"null","null"
2024-02-22 00:00:00.000,Abstain,4,27747,5,29293,"null","null"
2024-02-22 00:00:00.000,Against,6,56955,7,65426,"null","null"
2024-02-22 00:00:00.000,For,302,381035,494,514000,"null","null"
2024-02-23 00:00:00.000,Abstain,53,27800,53,29346,"null","null"
2024-02-23 00:00:00.000,Against,55,57010,55,65481,"null","null"
2024-02-23 00:00:00.000,For,303,381338,446,514446,"null","null"
2024-02-24 00:00:00.000,Against,79,57089,79,65560,"null","null"
2024-02-24 00:00:00.000,For,534,381872,792,515238,"null","null"
2024-02-24 00:00:00.000,Abstain,83,27883,87,29433,"null","null"
2024-02-25 00:00:00.000,Abstain,31,27914,31,29464,"null","null"
2024-02-25 00:00:00.000,For,380,382252,408,515646,"null","null"
2024-02-25 00:00:00.000,Against,23,57112,23,65583,"null","null"
2024-02-26 00:00:00.000,Abstain,28,27942,28,29492,"null","null"
2024-02-26 00:00:00.000,Against,20,57132,20,65603,"null","null"
2024-02-26 00:00:00.000,For,269,382521,269,515915,"null","null"
2024-02-27 00:00:00.000,Abstain,12,27954,12,29504,"null","null"
2024-02-27 00:00:00.000,Against,25,57157,25,65628,"null","null"
2024-02-27 00:00:00.000,For,361,382882,361,516276,"null","null"
2024-02-28 00:00:00.000,For,203,383085,203,516479,"null","null"
2024-02-28 00:00:00.000,Against,36,57193,36,65664,"null","null"
2024-02-28 00:00:00.000,Abstain,15,27969,15,29519,"null","null"
2024-02-29 00:00:00.000,For,64,383149,64,516543,"null","null"
2024-02-29 00:00:00.000,Abstain,1,27970,1,29520,"null","null"
2024-02-29 00:00:00.000,Against,1,57194,1,65665,"null","null"
2024-03-01 00:00:00.000,Abstain,6,27976,6,29526,"null","null"
2024-03-01 00:00:00.000,Against,11,57205,11,65676,"null","null"
2024-03-01 00:00:00.000,For,236,383385,236,516779,"null","null"
2024-03-02 00:00:00.000,For,12,383397,12,516791,"null","null"
2024-03-02 00:00:00.000,Against,3,57208,3,65679,"null","null"
2024-03-12 00:00:00.000,Against,1,57209,1,65680,"null","null"
2024-03-12 00:00:00.000,For,27,383424,27,516818,"null","null"
2024-03-12 00:00:00.000,Abstain,1,27977,1,29527,"null","null"
2024-03-13 00:00:00.000,For,344,383768,344,517162,"null","null"
2024-03-13 00:00:00.000,Against,17,57226,17,65697,"null","null"
2024-03-13 00:00:00.000,Abstain,7,27984,7,29534,"null","null"
2024-03-14 00:00:00.000,Abstain,13,27997,13,29547,"null","null"
2024-03-14 00:00:00.000,Against,32,57258,32,65729,"null","null"
2024-03-14 00:00:00.000,For,383,384151,383,517545,"null","null"
2024-03-15 00:00:00.000,Against,39,57297,39,65768,"null","null"
2024-03-15 00:00:00.000,Abstain,10,28007,10,29557,"null","null"
2024-03-15 00:00:00.000,For,687,384838,687,518232,"null","null"
2024-03-16 00:00:00.000,Against,23,57320,23,65791,"null","null"
2024-03-16 00:00:00.000,Abstain,2,28009,2,29559,"null","null"
2024-03-16 00:00:00.000,For,537,385375,537,518769,"null","null"
2024-03-17 00:00:00.000,Abstain,4,28013,4,29563,"null","null"
2024-03-17 00:00:00.000,Against,11,57331,11,65802,"null","null"
2024-03-17 00:00:00.000,For,308,385683,308,519077,"null","null"
2024-03-18 00:00:00.000,Against,128,57459,128,65930,"null","null"
2024-03-18 00:00:00.000,For,385,386068,385,519462,"null","null"
2024-03-18 00:00:00.000,Abstain,21,28034,21,29584,"null","null"
2024-03-19 00:00:00.000,Against,50,57509,50,65980,"null","null"
2024-03-19 00:00:00.000,Abstain,16,28050,16,29600,"null","null"
2024-03-19 00:00:00.000,For,645,386713,645,520107,"null","null"
2024-03-20 00:00:00.000,Against,21,57530,21,66001,"null","null"
2024-03-20 00:00:00.000,For,565,387278,565,520672,"null","null"
2024-03-20 00:00:00.000,Abstain,9,28059,9,29609,"null","null"
2024-03-21 00:00:00.000,For,1181,388459,1181,521853,"null","null"
2024-03-21 00:00:00.000,Against,71,57601,71,66072,"null","null"
2024-03-21 00:00:00.000,Abstain,51,28110,51,29660,"null","null"
2024-03-22 00:00:00.000,For,463,388922,463,522316,"null","null"
2024-03-22 00:00:00.000,Against,14,57615,14,66086,"null","null"
2024-03-22 00:00:00.000,Abstain,8,28118,8,29668,"null","null"
2024-03-23 00:00:00.000,For,602,389524,707,523023,"null","null"
2024-03-23 00:00:00.000,Against,46,57661,46,66132,"null","null"
2024-03-23 00:00:00.000,Abstain,33,28151,33,29701,"null","null"
2024-03-24 00:00:00.000,Against,65,57726,65,66197,"null","null"
2024-03-24 00:00:00.000,For,1042,390566,1260,524283,"null","null"
2024-03-24 00:00:00.000,Abstain,78,28229,78,29779,"null","null"
ï»¿